latitude,longitude,temp_mean,temp_std,temp_max,temp_min,pm25_mean,pm25_std,pm25_max,pm25_min,pm10_mean,pm10_std,pm10_max,pm10_min,epa_mean,epa_max,duaod550_mean,duaod550_std,node_id,epa_index,math_danger_score,cluster,ed_score
25.2,44.0,23.43128165145988,8.872866986721263,41.71914000000004,3.9736599999999953,35.606125827828464,26.76810983867132,179.20556,4.568126,191.014418020073,168.93416558188298,1478.8709,12.496336,2.845802919708029,6,0.2351746578485401,0.1746153379394257,25.20_44.00,6,99.5,2,99.5
25.2,44.4,23.59338463503652,8.97788087700339,42.19033000000002,3.558300000000031,35.09825684990876,23.86878661425976,163.42520000000002,5.355123,181.1724180834854,141.58443696008524,1201.2495,10.0887885,2.815693430656934,6,0.2365791229137773,0.1709472599779242,25.20_44.40,6,97.5,2,97.5
25.2,44.8,23.562008594890536,8.934921844959595,42.18398000000002,3.6774500000000216,34.714266897445256,21.76144064624103,158.81717,2.4520945000000003,178.28171913540146,127.47036242079912,948.0584,2.4920064,2.822080291970803,6,0.23766552838677,0.1710621311857151,25.20_44.80,6,97.5,5,97.5
25.2,45.2,23.510386806569365,9.08600842489574,42.23525000000001,2.929400000000044,37.76703129680657,23.946629934377626,147.16092,1.2007152,213.4991654534672,163.49483608197522,1166.3581,1.416529,3.0875912408759123,6,0.2462141349016423,0.1770556085073661,25.20_45.20,6,99.5,5,99.5
25.2,45.6,23.513542718978123,9.085299374892433,42.271630000000016,2.901100000000042,39.1483212814781,24.696553131594797,164.60389999999998,5.64308,229.43418595164235,179.1567761114446,1340.5848,13.593645,3.190693430656934,6,0.2501653811770073,0.1825970138539333,25.20_45.60,6,99.5,2,99.5
25.2,45.99999999999999,23.347265027372288,8.906812480751624,41.98257000000001,3.1250200000000063,40.97078889279197,26.68759557962927,188.8567,4.620721,249.061332229927,203.70469794290057,1537.0036,15.599536,3.303832116788321,6,0.2504645022801095,0.1889058942762609,25.20_46.00,6,99.5,2,99.5
25.2,46.39999999999999,23.518932080291997,8.944524904954127,42.446680000000015,3.047880000000021,48.51718457454379,34.70573660346987,236.52426,4.7389666,327.071203560219,295.96758018930444,1826.6364,10.045826,3.6824817518248176,6,0.2796104038083941,0.2131924955169482,25.20_46.40,6,99.5,5,99.5
25.2,46.79999999999999,23.6771562682482,9.000980728386363,43.08657,3.333030000000008,55.75264260775548,45.23386305745076,338.3965,2.5978741,425.9878471656022,441.0130104515333,2606.8233,4.1574735,3.875,6,0.3068278892007299,0.2490215369392751,25.20_46.80,6,99.5,5,99.5
25.2,47.19999999999999,23.469160830291997,9.124533475405686,43.43203,3.2324500000000285,40.43891357718978,24.43078710058817,166.44012999999998,4.567598,255.30395726459852,213.0375752135406,1397.6678000000002,9.72972,3.333029197080292,6,0.2690019751970803,0.2050595802785394,25.20_47.20,6,99.5,2,99.5
25.2,47.59999999999999,23.502735145985422,9.334449786103956,44.359770000000026,3.1328400000000443,36.22959981916058,18.51754551794941,124.42318,4.8597535,197.25510276322996,139.8207579727028,882.49595,9.28336,3.041058394160584,6,0.2497812456240876,0.1795788585599331,25.20_47.60,6,99.5,2,99.5
25.2,47.99999999999999,23.73322068430659,9.338807853781027,44.89004,3.6875200000000063,57.24383195027372,34.58792913506118,286.2644,8.205841,403.30576336040144,411.5994964697847,3236.3362,15.649976,3.9817518248175183,6,0.2809053762874087,0.1934762696917943,25.20_48.00,6,99.5,5,99.5
25.2,48.399999999999984,24.08727307481754,9.27465398122406,45.0668,4.270530000000008,52.28238866459854,34.555947632849346,289.3696,7.490055000000001,347.9471596322993,363.0999894186179,3011.2103,12.3638,3.721715328467153,6,0.2750135781158759,0.1938170768290492,25.20_48.40,6,99.5,5,99.5
25.2,48.79999999999998,24.19473219890513,9.166579413190115,45.10366000000005,4.569360000000017,45.53637421660584,25.63832274445649,222.91881,9.151577,250.21849727281025,244.50980912551773,2151.4538,18.877316,3.3649635036496357,6,0.251476884926551,0.1822710081030019,25.20_48.80,6,99.5,2,99.5
25.2,49.19999999999998,24.38588326642338,9.197852569985994,45.59340000000003,5.014670000000024,44.63347036998175,21.71419272938921,192.31,9.163604,194.60521807755475,177.04663769051697,1616.9129,20.559213,3.1496350364963503,6,0.2324153032910584,0.1708865390855706,25.20_49.20,6,99.5,2,99.5
25.2,49.59999999999998,24.53096114051097,9.354387024720989,45.83853000000005,5.077750000000037,40.36494871432482,18.54453797813853,165.59592,4.3239132,142.94839183895985,112.45667249892416,1148.9266,4.4890225,2.77007299270073,6,0.213754522069343,0.1554978389356926,25.20_49.60,6,97.5,2,97.5
25.2,49.99999999999998,24.52786057481754,9.135201827687164,45.4203,4.833600000000047,36.85539691405109,16.605843473680828,156.64334,4.8068833,111.5590516910584,84.01170143475416,959.2765,5.924830399999999,2.571167883211679,6,0.1976534807814781,0.1464095864911531,25.20_50.00,6,97.5,2,97.5
25.2,50.39999999999998,24.827287582116814,7.502971610304696,43.06655000000001,9.265250000000036,40.07191450638686,16.512142388648964,143.06810000000002,10.2119495,111.36877723996348,81.2587237628215,840.6148599999999,19.10716,2.706204379562044,6,0.1917943085497263,0.1451092109492626,25.20_50.40,6,97.5,2,97.5
25.2,50.799999999999976,25.54049565693433,7.241568727115147,42.65566000000001,10.337500000000034,44.99109337363139,18.30272469691738,190.10199,11.6702505,158.86345142427007,141.79290212691458,1517.3656,22.409154,3.0875912408759123,6,0.1936592870629561,0.150118502297914,25.20_50.80,6,99.5,2,99.5
25.2,51.19999999999997,26.199332445255497,8.785464001428402,46.728170000000034,7.405850000000044,42.792406275091246,20.385106824809903,153.23586,8.843328,172.4888379187956,173.59212192284184,1091.8946999999998,17.643123,3.045620437956204,6,0.1907878956254562,0.1486879913546918,25.20_51.20,6,99.5,2,99.5
25.2,51.59999999999997,25.783236970802943,6.313592944913783,40.97427000000005,13.09005000000002,36.60346867837592,14.37497750360694,123.04915,8.912051,111.5993864479927,76.76109659559958,643.0554999999999,15.19806,2.5903284671532845,6,0.1736615393347627,0.1386220365263967,25.20_51.60,6,97.5,1,97.5
25.2,51.99999999999997,25.700674753649658,5.156553849167274,36.70767000000001,15.658400000000029,33.634327836678835,14.802616826189803,122.79199,6.233176,90.40019228284672,66.16600322249054,619.87225,10.485871,2.4306569343065694,6,0.1615956045515511,0.1327042224080518,25.20_52.00,6,97.5,1,97.5
25.2,52.39999999999997,25.8726916332117,4.913834305641766,35.96720000000005,16.518580000000043,36.44367041970803,16.13944669261296,137.62734,7.986843,92.49317611724452,63.57694819636875,599.3096,12.127821,2.5437956204379564,6,0.1538907693531934,0.1275013641074644,25.20_52.40,6,97.5,1,97.5
25.2,52.79999999999997,26.08328144160586,4.777886399946303,36.87197000000003,16.689480000000003,50.45139348804744,34.86817335531565,257.9048,8.220979999999999,104.7382283239051,68.76969611758228,540.5244,13.266018,2.927919708029197,6,0.146944953831843,0.1214509407803377,25.20_52.80,6,97.5,1,97.5
25.2,53.19999999999997,26.22501948905112,4.597755437726443,36.53750000000002,16.854520000000036,39.92915550739051,19.460477276877835,161.33654,6.4313435000000005,93.23582943430657,57.2561727496656,451.73218,13.704591,2.646897810218978,6,0.141484555179197,0.1172003431974643,25.20_53.20,6,97.5,1,97.5
25.2,53.599999999999966,26.372030556569367,4.54233276648802,36.21230000000003,16.81057000000004,33.769288264689784,13.738353026621397,99.533636,6.0414544,84.73837479698905,53.07389169575687,425.94914,13.005277,2.43521897810219,6,0.1381144850607664,0.1162009130262279,25.20_53.60,6,97.5,1,97.5
25.2,53.999999999999964,26.405626587591264,4.440418830122628,35.31655000000001,17.022500000000036,33.24010309032847,14.147894889283416,90.658986,5.9286123,83.82732839917882,53.10543118726912,413.9921,8.873318,2.412408759124088,5,0.1357057288096715,0.1155969408304128,25.20_54.00,5,80.0,1,80.0
25.2,54.39999999999996,26.40660595802922,4.406297788508999,35.55337000000003,17.150400000000047,34.02317021660584,13.238009034383612,81.31821,4.817921999999999,84.08825641833941,52.70005054731333,365.86425,6.2171215,2.460766423357664,5,0.1335784265685219,0.1141779201170009,25.20_54.40,5,80.0,1,80.0
25.2,54.79999999999996,26.37134015510951,4.381176917931714,37.30508000000003,17.382840000000044,33.17096059972628,12.557489174062622,77.88832,2.193411,81.20859678604015,50.63474080965533,368.15152,5.047284,2.3987226277372264,5,0.1317134048288321,0.1121186335052049,25.20_54.80,5,80.0,1,80.0
